areaType,areaName,areaCode,dateyear,newCasesByPublishDate
nation,Northern Ireland,N92000002,29/10/2021,1321
nation,Northern Ireland,N92000002,28/10/2021,1122
nation,Northern Ireland,N92000002,27/10/2021,1291
nation,Northern Ireland,N92000002,26/10/2021,1124
nation,Northern Ireland,N92000002,25/10/2021,1019
nation,Northern Ireland,N92000002,24/10/2021,1061
nation,Northern Ireland,N92000002,23/10/2021,1323
nation,Northern Ireland,N92000002,22/10/2021,1355
nation,Northern Ireland,N92000002,21/10/2021,1051
nation,Northern Ireland,N92000002,20/10/2021,1423
nation,Northern Ireland,N92000002,19/10/2021,1367
nation,Northern Ireland,N92000002,18/10/2021,1091
nation,Northern Ireland,N92000002,17/10/2021,966
nation,Northern Ireland,N92000002,16/10/2021,1218
nation,Northern Ireland,N92000002,15/10/2021,1349
nation,Northern Ireland,N92000002,14/10/2021,1304
nation,Northern Ireland,N92000002,13/10/2021,1471
nation,Northern Ireland,N92000002,12/10/2021,1278
nation,Northern Ireland,N92000002,11/10/2021,1109
nation,Northern Ireland,N92000002,10/10/2021,1115
nation,Northern Ireland,N92000002,09/10/2021,1274
nation,Northern Ireland,N92000002,08/10/2021,1276
nation,Northern Ireland,N92000002,07/10/2021,1305
nation,Northern Ireland,N92000002,06/10/2021,1339
nation,Northern Ireland,N92000002,05/10/2021,1209
nation,Northern Ireland,N92000002,04/10/2021,1080
nation,Northern Ireland,N92000002,03/10/2021,892
nation,Northern Ireland,N92000002,02/10/2021,992
nation,Northern Ireland,N92000002,01/10/2021,1039
nation,Northern Ireland,N92000002,30/09/2021,1163
nation,Northern Ireland,N92000002,29/09/2021,1320
nation,Northern Ireland,N92000002,28/09/2021,1078
nation,Northern Ireland,N92000002,27/09/2021,903
nation,Northern Ireland,N92000002,26/09/2021,1020
nation,Northern Ireland,N92000002,25/09/2021,1120
nation,Northern Ireland,N92000002,24/09/2021,1030
nation,Northern Ireland,N92000002,23/09/2021,1165
nation,Northern Ireland,N92000002,22/09/2021,1060
nation,Northern Ireland,N92000002,21/09/2021,1145
nation,Northern Ireland,N92000002,20/09/2021,1020
nation,Northern Ireland,N92000002,19/09/2021,889
nation,Northern Ireland,N92000002,18/09/2021,1072
nation,Northern Ireland,N92000002,17/09/2021,1239
nation,Northern Ireland,N92000002,16/09/2021,1071
nation,Northern Ireland,N92000002,15/09/2021,1304
nation,Northern Ireland,N92000002,14/09/2021,1590
nation,Northern Ireland,N92000002,13/09/2021,1199
nation,Northern Ireland,N92000002,12/09/2021,1031
nation,Northern Ireland,N92000002,11/09/2021,1424
nation,Northern Ireland,N92000002,10/09/2021,1687
nation,Northern Ireland,N92000002,09/09/2021,1831
nation,Northern Ireland,N92000002,08/09/2021,1210
nation,Northern Ireland,N92000002,07/09/2021,1748
nation,Northern Ireland,N92000002,06/09/2021,1764
nation,Northern Ireland,N92000002,05/09/2021,1232
nation,Northern Ireland,N92000002,04/09/2021,1812
nation,Northern Ireland,N92000002,03/09/2021,1248
nation,Northern Ireland,N92000002,02/09/2021,793
nation,Northern Ireland,N92000002,01/09/2021,1472
nation,Northern Ireland,N92000002,31/08/2021,1313
nation,Northern Ireland,N92000002,30/08/2021,1259
nation,Northern Ireland,N92000002,29/08/2021,1225
nation,Northern Ireland,N92000002,28/08/2021,1430
nation,Northern Ireland,N92000002,27/08/2021,1875
nation,Northern Ireland,N92000002,26/08/2021,1550
nation,Northern Ireland,N92000002,25/08/2021,1771
nation,Northern Ireland,N92000002,24/08/2021,1648
nation,Northern Ireland,N92000002,23/08/2021,1320
nation,Northern Ireland,N92000002,22/08/2021,1485
nation,Northern Ireland,N92000002,21/08/2021,1612
nation,Northern Ireland,N92000002,20/08/2021,2397
nation,Northern Ireland,N92000002,19/08/2021,1963
nation,Northern Ireland,N92000002,18/08/2021,1345
nation,Northern Ireland,N92000002,17/08/2021,1564
nation,Northern Ireland,N92000002,16/08/2021,1306
nation,Northern Ireland,N92000002,15/08/2021,1294
nation,Northern Ireland,N92000002,14/08/2021,1437
nation,Northern Ireland,N92000002,13/08/2021,1389
nation,Northern Ireland,N92000002,12/08/2021,1610
nation,Northern Ireland,N92000002,11/08/2021,1467
nation,Northern Ireland,N92000002,10/08/2021,1305
nation,Northern Ireland,N92000002,09/08/2021,1031
nation,Northern Ireland,N92000002,08/08/2021,1129
nation,Northern Ireland,N92000002,07/08/2021,1349
nation,Northern Ireland,N92000002,06/08/2021,1434
nation,Northern Ireland,N92000002,05/08/2021,1641
nation,Northern Ireland,N92000002,04/08/2021,1040
nation,Northern Ireland,N92000002,03/08/2021,1082
nation,Northern Ireland,N92000002,02/08/2021,872
nation,Northern Ireland,N92000002,01/08/2021,1072
nation,Northern Ireland,N92000002,31/07/2021,1177
nation,Northern Ireland,N92000002,30/07/2021,1101
nation,Northern Ireland,N92000002,29/07/2021,1471
nation,Northern Ireland,N92000002,28/07/2021,1600
nation,Northern Ireland,N92000002,27/07/2021,1473
nation,Northern Ireland,N92000002,26/07/2021,639
nation,Northern Ireland,N92000002,25/07/2021,1264
nation,Northern Ireland,N92000002,24/07/2021,1520
nation,Northern Ireland,N92000002,23/07/2021,1337
nation,Northern Ireland,N92000002,22/07/2021,1430
nation,Northern Ireland,N92000002,21/07/2021,1973
nation,Northern Ireland,N92000002,20/07/2021,1138
nation,Northern Ireland,N92000002,19/07/2021,1776
nation,Northern Ireland,N92000002,18/07/2021,537
nation,Northern Ireland,N92000002,17/07/2021,1402
nation,Northern Ireland,N92000002,16/07/2021,1380
nation,Northern Ireland,N92000002,15/07/2021,1083
nation,Northern Ireland,N92000002,14/07/2021,636
nation,Northern Ireland,N92000002,13/07/2021,511
nation,Northern Ireland,N92000002,12/07/2021,528
nation,Northern Ireland,N92000002,11/07/2021,605
nation,Northern Ireland,N92000002,10/07/2021,445
nation,Northern Ireland,N92000002,09/07/2021,605
nation,Northern Ireland,N92000002,08/07/2021,627
nation,Northern Ireland,N92000002,07/07/2021,570
nation,Northern Ireland,N92000002,06/07/2021,417
nation,Northern Ireland,N92000002,05/07/2021,420
nation,Northern Ireland,N92000002,04/07/2021,533
nation,Northern Ireland,N92000002,03/07/2021,460
nation,Northern Ireland,N92000002,02/07/2021,339
nation,Northern Ireland,N92000002,01/07/2021,326
nation,Northern Ireland,N92000002,30/06/2021,375
nation,Northern Ireland,N92000002,29/06/2021,278
nation,Northern Ireland,N92000002,28/06/2021,211
nation,Northern Ireland,N92000002,27/06/2021,261
nation,Northern Ireland,N92000002,26/06/2021,298
nation,Northern Ireland,N92000002,25/06/2021,229
nation,Northern Ireland,N92000002,24/06/2021,198
nation,Northern Ireland,N92000002,23/06/2021,188
nation,Northern Ireland,N92000002,22/06/2021,187
nation,Northern Ireland,N92000002,21/06/2021,133
nation,Northern Ireland,N92000002,20/06/2021,125
nation,Northern Ireland,N92000002,19/06/2021,158
nation,Northern Ireland,N92000002,18/06/2021,178
nation,Northern Ireland,N92000002,17/06/2021,179
nation,Northern Ireland,N92000002,16/06/2021,143
nation,Northern Ireland,N92000002,15/06/2021,115
nation,Northern Ireland,N92000002,14/06/2021,87
nation,Northern Ireland,N92000002,13/06/2021,70
nation,Northern Ireland,N92000002,12/06/2021,107
nation,Northern Ireland,N92000002,11/06/2021,121
nation,Northern Ireland,N92000002,10/06/2021,109
nation,Northern Ireland,N92000002,09/06/2021,105
nation,Northern Ireland,N92000002,08/06/2021,81
nation,Northern Ireland,N92000002,07/06/2021,54
nation,Northern Ireland,N92000002,06/06/2021,69
nation,Northern Ireland,N92000002,05/06/2021,95
nation,Northern Ireland,N92000002,04/06/2021,73
nation,Northern Ireland,N92000002,03/06/2021,80
nation,Northern Ireland,N92000002,02/06/2021,84
nation,Northern Ireland,N92000002,01/06/2021,54
nation,Northern Ireland,N92000002,31/05/2021,39
nation,Northern Ireland,N92000002,30/05/2021,63
nation,Northern Ireland,N92000002,29/05/2021,68
nation,Northern Ireland,N92000002,28/05/2021,75
nation,Northern Ireland,N92000002,27/05/2021,84
nation,Northern Ireland,N92000002,26/05/2021,66
nation,Northern Ireland,N92000002,25/05/2021,75
nation,Northern Ireland,N92000002,24/05/2021,53
nation,Northern Ireland,N92000002,23/05/2021,77
nation,Northern Ireland,N92000002,22/05/2021,82
nation,Northern Ireland,N92000002,21/05/2021,84
nation,Northern Ireland,N92000002,20/05/2021,90
nation,Northern Ireland,N92000002,19/05/2021,107
nation,Northern Ireland,N92000002,18/05/2021,104
nation,Northern Ireland,N92000002,17/05/2021,82
nation,Northern Ireland,N92000002,16/05/2021,109
nation,Northern Ireland,N92000002,15/05/2021,0
nation,Northern Ireland,N92000002,14/05/2021,96
nation,Northern Ireland,N92000002,13/05/2021,99
nation,Northern Ireland,N92000002,12/05/2021,113
nation,Northern Ireland,N92000002,11/05/2021,89
nation,Northern Ireland,N92000002,10/05/2021,76
nation,Northern Ireland,N92000002,09/05/2021,98
nation,Northern Ireland,N92000002,08/05/2021,81
nation,Northern Ireland,N92000002,07/05/2021,65
nation,Northern Ireland,N92000002,06/05/2021,102
nation,Northern Ireland,N92000002,05/05/2021,99
nation,Northern Ireland,N92000002,04/05/2021,83
nation,Northern Ireland,N92000002,03/05/2021,64
nation,Northern Ireland,N92000002,02/05/2021,69
nation,Northern Ireland,N92000002,01/05/2021,90
nation,Northern Ireland,N92000002,30/04/2021,108
nation,Northern Ireland,N92000002,29/04/2021,95
nation,Northern Ireland,N92000002,28/04/2021,98
nation,Northern Ireland,N92000002,27/04/2021,109
nation,Northern Ireland,N92000002,26/04/2021,73
nation,Northern Ireland,N92000002,25/04/2021,73
nation,Northern Ireland,N92000002,24/04/2021,80
nation,Northern Ireland,N92000002,23/04/2021,88
nation,Northern Ireland,N92000002,22/04/2021,120
nation,Northern Ireland,N92000002,21/04/2021,116
nation,Northern Ireland,N92000002,20/04/2021,124
nation,Northern Ireland,N92000002,19/04/2021,79
nation,Northern Ireland,N92000002,18/04/2021,82
nation,Northern Ireland,N92000002,17/04/2021,99
nation,Northern Ireland,N92000002,16/04/2021,119
nation,Northern Ireland,N92000002,15/04/2021,159
nation,Northern Ireland,N92000002,14/04/2021,97
nation,Northern Ireland,N92000002,13/04/2021,112
nation,Northern Ireland,N92000002,12/04/2021,97
nation,Northern Ireland,N92000002,11/04/2021,89
nation,Northern Ireland,N92000002,10/04/2021,146
nation,Northern Ireland,N92000002,09/04/2021,113
nation,Northern Ireland,N92000002,08/04/2021,98
nation,Northern Ireland,N92000002,07/04/2021,88
nation,Northern Ireland,N92000002,06/04/2021,57
nation,Northern Ireland,N92000002,05/04/2021,89
nation,Northern Ireland,N92000002,04/04/2021,0
nation,Northern Ireland,N92000002,03/04/2021,84
nation,Northern Ireland,N92000002,02/04/2021,107
nation,Northern Ireland,N92000002,01/04/2021,107
nation,Northern Ireland,N92000002,31/03/2021,123
nation,Northern Ireland,N92000002,30/03/2021,151
nation,Northern Ireland,N92000002,29/03/2021,65
nation,Northern Ireland,N92000002,28/03/2021,116
nation,Northern Ireland,N92000002,27/03/2021,138
nation,Northern Ireland,N92000002,26/03/2021,181
nation,Northern Ireland,N92000002,25/03/2021,183
nation,Northern Ireland,N92000002,24/03/2021,139
nation,Northern Ireland,N92000002,23/03/2021,174
nation,Northern Ireland,N92000002,22/03/2021,87
nation,Northern Ireland,N92000002,21/03/2021,125
nation,Northern Ireland,N92000002,20/03/2021,159
nation,Northern Ireland,N92000002,19/03/2021,137
nation,Northern Ireland,N92000002,18/03/2021,169
nation,Northern Ireland,N92000002,17/03/2021,161
nation,Northern Ireland,N92000002,16/03/2021,164
nation,Northern Ireland,N92000002,15/03/2021,121
nation,Northern Ireland,N92000002,14/03/2021,143
nation,Northern Ireland,N92000002,13/03/2021,146
nation,Northern Ireland,N92000002,12/03/2021,208
nation,Northern Ireland,N92000002,11/03/2021,223
nation,Northern Ireland,N92000002,10/03/2021,147
nation,Northern Ireland,N92000002,09/03/2021,240
nation,Northern Ireland,N92000002,08/03/2021,144
nation,Northern Ireland,N92000002,07/03/2021,138
nation,Northern Ireland,N92000002,06/03/2021,172
nation,Northern Ireland,N92000002,05/03/2021,166
nation,Northern Ireland,N92000002,04/03/2021,163
nation,Northern Ireland,N92000002,03/03/2021,226
nation,Northern Ireland,N92000002,02/03/2021,149
nation,Northern Ireland,N92000002,01/03/2021,138
nation,Northern Ireland,N92000002,28/02/2021,136
nation,Northern Ireland,N92000002,27/02/2021,184
nation,Northern Ireland,N92000002,26/02/2021,241
nation,Northern Ireland,N92000002,25/02/2021,281
nation,Northern Ireland,N92000002,24/02/2021,260
nation,Northern Ireland,N92000002,23/02/2021,225
nation,Northern Ireland,N92000002,22/02/2021,187
nation,Northern Ireland,N92000002,21/02/2021,263
nation,Northern Ireland,N92000002,20/02/2021,276
nation,Northern Ireland,N92000002,19/02/2021,313
nation,Northern Ireland,N92000002,18/02/2021,342
nation,Northern Ireland,N92000002,17/02/2021,297
nation,Northern Ireland,N92000002,16/02/2021,341
nation,Northern Ireland,N92000002,15/02/2021,234
nation,Northern Ireland,N92000002,14/02/2021,176
nation,Northern Ireland,N92000002,13/02/2021,303
nation,Northern Ireland,N92000002,12/02/2021,407
nation,Northern Ireland,N92000002,11/02/2021,253
nation,Northern Ireland,N92000002,10/02/2021,336
nation,Northern Ireland,N92000002,09/02/2021,275
nation,Northern Ireland,N92000002,08/02/2021,296
nation,Northern Ireland,N92000002,07/02/2021,334
nation,Northern Ireland,N92000002,06/02/2021,390
nation,Northern Ireland,N92000002,05/02/2021,506
nation,Northern Ireland,N92000002,04/02/2021,412
nation,Northern Ireland,N92000002,03/02/2021,504
nation,Northern Ireland,N92000002,02/02/2021,447
nation,Northern Ireland,N92000002,01/02/2021,314
nation,Northern Ireland,N92000002,31/01/2021,426
nation,Northern Ireland,N92000002,30/01/2021,455
nation,Northern Ireland,N92000002,29/01/2021,669
nation,Northern Ireland,N92000002,28/01/2021,592
nation,Northern Ireland,N92000002,27/01/2021,527
nation,Northern Ireland,N92000002,26/01/2021,550
nation,Northern Ireland,N92000002,25/01/2021,422
nation,Northern Ireland,N92000002,24/01/2021,433
nation,Northern Ireland,N92000002,23/01/2021,670
nation,Northern Ireland,N92000002,22/01/2021,865
nation,Northern Ireland,N92000002,21/01/2021,732
nation,Northern Ireland,N92000002,20/01/2021,905
nation,Northern Ireland,N92000002,19/01/2021,713
nation,Northern Ireland,N92000002,18/01/2021,640
nation,Northern Ireland,N92000002,17/01/2021,822
nation,Northern Ireland,N92000002,16/01/2021,705
nation,Northern Ireland,N92000002,15/01/2021,1052
nation,Northern Ireland,N92000002,14/01/2021,973
nation,Northern Ireland,N92000002,13/01/2021,1145
nation,Northern Ireland,N92000002,12/01/2021,1205
nation,Northern Ireland,N92000002,11/01/2021,759
nation,Northern Ireland,N92000002,10/01/2021,1112
nation,Northern Ireland,N92000002,09/01/2021,1442
nation,Northern Ireland,N92000002,08/01/2021,1500
nation,Northern Ireland,N92000002,07/01/2021,1410
nation,Northern Ireland,N92000002,06/01/2021,1985
nation,Northern Ireland,N92000002,05/01/2021,1378
nation,Northern Ireland,N92000002,04/01/2021,1801
nation,Northern Ireland,N92000002,03/01/2021,1662
nation,Northern Ireland,N92000002,02/01/2021,3576
nation,Northern Ireland,N92000002,01/01/2021,0
nation,Northern Ireland,N92000002,31/12/2020,1929
nation,Northern Ireland,N92000002,30/12/2020,2143
nation,Northern Ireland,N92000002,29/12/2020,1566
nation,Northern Ireland,N92000002,28/12/2020,1634
nation,Northern Ireland,N92000002,27/12/2020,0
nation,Northern Ireland,N92000002,26/12/2020,998
nation,Northern Ireland,N92000002,25/12/2020,0
nation,Northern Ireland,N92000002,24/12/2020,841
nation,Northern Ireland,N92000002,23/12/2020,787
nation,Northern Ireland,N92000002,22/12/2020,439
nation,Northern Ireland,N92000002,21/12/2020,555
nation,Northern Ireland,N92000002,20/12/2020,505
nation,Northern Ireland,N92000002,19/12/2020,640
nation,Northern Ireland,N92000002,18/12/2020,510
nation,Northern Ireland,N92000002,17/12/2020,656
nation,Northern Ireland,N92000002,16/12/2020,510
nation,Northern Ireland,N92000002,15/12/2020,486
nation,Northern Ireland,N92000002,14/12/2020,419
nation,Northern Ireland,N92000002,13/12/2020,483
nation,Northern Ireland,N92000002,12/12/2020,476
nation,Northern Ireland,N92000002,11/12/2020,538
nation,Northern Ireland,N92000002,10/12/2020,441
nation,Northern Ireland,N92000002,09/12/2020,483
nation,Northern Ireland,N92000002,08/12/2020,351
nation,Northern Ireland,N92000002,07/12/2020,397
nation,Northern Ireland,N92000002,06/12/2020,419
nation,Northern Ireland,N92000002,05/12/2020,451
nation,Northern Ireland,N92000002,04/12/2020,449
nation,Northern Ireland,N92000002,03/12/2020,456
nation,Northern Ireland,N92000002,02/12/2020,416
nation,Northern Ireland,N92000002,01/12/2020,391
nation,Northern Ireland,N92000002,30/11/2020,290
nation,Northern Ireland,N92000002,29/11/2020,351
nation,Northern Ireland,N92000002,28/11/2020,315
nation,Northern Ireland,N92000002,27/11/2020,391
nation,Northern Ireland,N92000002,26/11/2020,442
nation,Northern Ireland,N92000002,25/11/2020,533
nation,Northern Ireland,N92000002,24/11/2020,79
nation,Northern Ireland,N92000002,23/11/2020,280
nation,Northern Ireland,N92000002,22/11/2020,342
nation,Northern Ireland,N92000002,21/11/2020,357
nation,Northern Ireland,N92000002,20/11/2020,369
nation,Northern Ireland,N92000002,19/11/2020,487
nation,Northern Ireland,N92000002,18/11/2020,518
nation,Northern Ireland,N92000002,17/11/2020,549
nation,Northern Ireland,N92000002,16/11/2020,331
nation,Northern Ireland,N92000002,15/11/2020,472
nation,Northern Ireland,N92000002,14/11/2020,511
nation,Northern Ireland,N92000002,13/11/2020,607
nation,Northern Ireland,N92000002,12/11/2020,548
nation,Northern Ireland,N92000002,11/11/2020,791
nation,Northern Ireland,N92000002,10/11/2020,514
nation,Northern Ireland,N92000002,09/11/2020,471
nation,Northern Ireland,N92000002,08/11/2020,420
nation,Northern Ireland,N92000002,07/11/2020,528
nation,Northern Ireland,N92000002,06/11/2020,595
nation,Northern Ireland,N92000002,05/11/2020,516
nation,Northern Ireland,N92000002,04/11/2020,679
nation,Northern Ireland,N92000002,03/11/2020,570
nation,Northern Ireland,N92000002,02/11/2020,493
nation,Northern Ireland,N92000002,01/11/2020,685
nation,Northern Ireland,N92000002,31/10/2020,649
nation,Northern Ireland,N92000002,30/10/2020,566
nation,Northern Ireland,N92000002,29/10/2020,822
nation,Northern Ireland,N92000002,28/10/2020,840
nation,Northern Ireland,N92000002,27/10/2020,722
nation,Northern Ireland,N92000002,26/10/2020,727
nation,Northern Ireland,N92000002,25/10/2020,896
nation,Northern Ireland,N92000002,24/10/2020,923
nation,Northern Ireland,N92000002,23/10/2020,1252
nation,Northern Ireland,N92000002,22/10/2020,1042
nation,Northern Ireland,N92000002,21/10/2020,1039
nation,Northern Ireland,N92000002,20/10/2020,913
nation,Northern Ireland,N92000002,19/10/2020,820
nation,Northern Ireland,N92000002,18/10/2020,1012
nation,Northern Ireland,N92000002,17/10/2020,1031
nation,Northern Ireland,N92000002,16/10/2020,1299
nation,Northern Ireland,N92000002,15/10/2020,763
nation,Northern Ireland,N92000002,14/10/2020,1217
nation,Northern Ireland,N92000002,13/10/2020,863
nation,Northern Ireland,N92000002,12/10/2020,877
nation,Northern Ireland,N92000002,11/10/2020,1066
nation,Northern Ireland,N92000002,10/10/2020,902
nation,Northern Ireland,N92000002,09/10/2020,1080
nation,Northern Ireland,N92000002,08/10/2020,923
nation,Northern Ireland,N92000002,07/10/2020,828
nation,Northern Ireland,N92000002,06/10/2020,669
nation,Northern Ireland,N92000002,05/10/2020,616
nation,Northern Ireland,N92000002,04/10/2020,462
nation,Northern Ireland,N92000002,03/10/2020,726
nation,Northern Ireland,N92000002,02/10/2020,934
nation,Northern Ireland,N92000002,01/10/2020,259
nation,Northern Ireland,N92000002,30/09/2020,424
nation,Northern Ireland,N92000002,29/09/2020,320
nation,Northern Ireland,N92000002,28/09/2020,220
nation,Northern Ireland,N92000002,27/09/2020,187
nation,Northern Ireland,N92000002,26/09/2020,319
nation,Northern Ireland,N92000002,25/09/2020,273
nation,Northern Ireland,N92000002,24/09/2020,189
nation,Northern Ireland,N92000002,23/09/2020,220
nation,Northern Ireland,N92000002,22/09/2020,75
nation,Northern Ireland,N92000002,21/09/2020,125
nation,Northern Ireland,N92000002,20/09/2020,176
nation,Northern Ireland,N92000002,19/09/2020,222
nation,Northern Ireland,N92000002,18/09/2020,163
nation,Northern Ireland,N92000002,17/09/2020,149
nation,Northern Ireland,N92000002,16/09/2020,129
nation,Northern Ireland,N92000002,15/09/2020,79
nation,Northern Ireland,N92000002,14/09/2020,109
nation,Northern Ireland,N92000002,13/09/2020,87
nation,Northern Ireland,N92000002,12/09/2020,104
nation,Northern Ireland,N92000002,11/09/2020,88
nation,Northern Ireland,N92000002,10/09/2020,78
nation,Northern Ireland,N92000002,09/09/2020,49
nation,Northern Ireland,N92000002,08/09/2020,40
nation,Northern Ireland,N92000002,07/09/2020,141
nation,Northern Ireland,N92000002,06/09/2020,106
nation,Northern Ireland,N92000002,05/09/2020,118
nation,Northern Ireland,N92000002,04/09/2020,61
nation,Northern Ireland,N92000002,03/09/2020,77
nation,Northern Ireland,N92000002,02/09/2020,71
nation,Northern Ireland,N92000002,01/09/2020,49
nation,Northern Ireland,N92000002,31/08/2020,58
nation,Northern Ireland,N92000002,30/08/2020,49
nation,Northern Ireland,N92000002,29/08/2020,89
nation,Northern Ireland,N92000002,28/08/2020,85
nation,Northern Ireland,N92000002,27/08/2020,69
nation,Northern Ireland,N92000002,26/08/2020,72
nation,Northern Ireland,N92000002,25/08/2020,47
nation,Northern Ireland,N92000002,24/08/2020,10
nation,Northern Ireland,N92000002,23/08/2020,119
nation,Northern Ireland,N92000002,22/08/2020,71
nation,Northern Ireland,N92000002,21/08/2020,20
nation,Northern Ireland,N92000002,20/08/2020,51
nation,Northern Ireland,N92000002,19/08/2020,34
nation,Northern Ireland,N92000002,18/08/2020,41
nation,Northern Ireland,N92000002,17/08/2020,39
nation,Northern Ireland,N92000002,16/08/2020,27
nation,Northern Ireland,N92000002,15/08/2020,65
nation,Northern Ireland,N92000002,14/08/2020,74
nation,Northern Ireland,N92000002,13/08/2020,8
nation,Northern Ireland,N92000002,12/08/2020,29
nation,Northern Ireland,N92000002,11/08/2020,48
nation,Northern Ireland,N92000002,10/08/2020,0
nation,Northern Ireland,N92000002,09/08/2020,0
nation,Northern Ireland,N92000002,08/08/2020,0
nation,Northern Ireland,N92000002,07/08/2020,15
nation,Northern Ireland,N92000002,06/08/2020,43
nation,Northern Ireland,N92000002,05/08/2020,10
nation,Northern Ireland,N92000002,04/08/2020,8
nation,Northern Ireland,N92000002,03/08/2020,0
nation,Northern Ireland,N92000002,02/08/2020,0
nation,Northern Ireland,N92000002,01/08/2020,0
nation,Northern Ireland,N92000002,31/07/2020,10
nation,Northern Ireland,N92000002,30/07/2020,8
nation,Northern Ireland,N92000002,29/07/2020,9
nation,Northern Ireland,N92000002,28/07/2020,9
nation,Northern Ireland,N92000002,27/07/2020,0
nation,Northern Ireland,N92000002,26/07/2020,0
nation,Northern Ireland,N92000002,25/07/2020,0
nation,Northern Ireland,N92000002,24/07/2020,15
nation,Northern Ireland,N92000002,23/07/2020,8
nation,Northern Ireland,N92000002,22/07/2020,9
nation,Northern Ireland,N92000002,21/07/2020,2
nation,Northern Ireland,N92000002,20/07/2020,0
nation,Northern Ireland,N92000002,19/07/2020,0
nation,Northern Ireland,N92000002,18/07/2020,0
nation,Northern Ireland,N92000002,17/07/2020,19
nation,Northern Ireland,N92000002,16/07/2020,16
nation,Northern Ireland,N92000002,15/07/2020,9
nation,Northern Ireland,N92000002,14/07/2020,2
nation,Northern Ireland,N92000002,13/07/2020,0
nation,Northern Ireland,N92000002,12/07/2020,0
nation,Northern Ireland,N92000002,11/07/2020,0
nation,Northern Ireland,N92000002,10/07/2020,4
nation,Northern Ireland,N92000002,09/07/2020,3
nation,Northern Ireland,N92000002,08/07/2020,4
nation,Northern Ireland,N92000002,07/07/2020,5
nation,Northern Ireland,N92000002,06/07/2020,0
nation,Northern Ireland,N92000002,05/07/2020,0
nation,Northern Ireland,N92000002,04/07/2020,0
nation,Northern Ireland,N92000002,03/07/2020,4
nation,Northern Ireland,N92000002,02/07/2020,7
nation,Northern Ireland,N92000002,01/07/2020,1
nation,Northern Ireland,N92000002,30/06/2020,3
nation,Northern Ireland,N92000002,29/06/2020,6
nation,Northern Ireland,N92000002,28/06/2020,1
nation,Northern Ireland,N92000002,27/06/2020,2
nation,Northern Ireland,N92000002,26/06/2020,4
nation,Northern Ireland,N92000002,25/06/2020,1
nation,Northern Ireland,N92000002,24/06/2020,2
nation,Northern Ireland,N92000002,23/06/2020,0
nation,Northern Ireland,N92000002,22/06/2020,1
nation,Northern Ireland,N92000002,21/06/2020,4
nation,Northern Ireland,N92000002,20/06/2020,0
nation,Northern Ireland,N92000002,19/06/2020,3
nation,Northern Ireland,N92000002,18/06/2020,1
nation,Northern Ireland,N92000002,17/06/2020,8
nation,Northern Ireland,N92000002,16/06/2020,2
nation,Northern Ireland,N92000002,15/06/2020,4
nation,Northern Ireland,N92000002,14/06/2020,7
nation,Northern Ireland,N92000002,13/06/2020,3
nation,Northern Ireland,N92000002,12/06/2020,16
nation,Northern Ireland,N92000002,11/06/2020,4
nation,Northern Ireland,N92000002,10/06/2020,13
nation,Northern Ireland,N92000002,09/06/2020,3
nation,Northern Ireland,N92000002,08/06/2020,6
nation,Northern Ireland,N92000002,07/06/2020,6
nation,Northern Ireland,N92000002,06/06/2020,14
nation,Northern Ireland,N92000002,05/06/2020,3
nation,Northern Ireland,N92000002,04/06/2020,33
nation,Northern Ireland,N92000002,03/06/2020,8
nation,Northern Ireland,N92000002,02/06/2020,4
nation,Northern Ireland,N92000002,01/06/2020,12
nation,Northern Ireland,N92000002,31/05/2020,7
nation,Northern Ireland,N92000002,30/05/2020,13
nation,Northern Ireland,N92000002,29/05/2020,17
nation,Northern Ireland,N92000002,28/05/2020,16
nation,Northern Ireland,N92000002,27/05/2020,26
nation,Northern Ireland,N92000002,26/05/2020,28
nation,Northern Ireland,N92000002,25/05/2020,39
nation,Northern Ireland,N92000002,24/05/2020,25
nation,Northern Ireland,N92000002,23/05/2020,41
nation,Northern Ireland,N92000002,22/05/2020,23
nation,Northern Ireland,N92000002,21/05/2020,42
nation,Northern Ireland,N92000002,20/05/2020,18
nation,Northern Ireland,N92000002,19/05/2020,20
nation,Northern Ireland,N92000002,18/05/2020,16
nation,Northern Ireland,N92000002,17/05/2020,28
nation,Northern Ireland,N92000002,16/05/2020,40
nation,Northern Ireland,N92000002,15/05/2020,26
nation,Northern Ireland,N92000002,14/05/2020,38
nation,Northern Ireland,N92000002,13/05/2020,60
nation,Northern Ireland,N92000002,12/05/2020,44
nation,Northern Ireland,N92000002,11/05/2020,30
nation,Northern Ireland,N92000002,10/05/2020,41
nation,Northern Ireland,N92000002,09/05/2020,56
nation,Northern Ireland,N92000002,08/05/2020,38
nation,Northern Ireland,N92000002,07/05/2020,50
nation,Northern Ireland,N92000002,06/05/2020,53
nation,Northern Ireland,N92000002,05/05/2020,45
nation,Northern Ireland,N92000002,04/05/2020,69
nation,Northern Ireland,N92000002,03/05/2020,78
nation,Northern Ireland,N92000002,02/05/2020,66
nation,Northern Ireland,N92000002,01/05/2020,87
nation,Northern Ireland,N92000002,30/04/2020,73
nation,Northern Ireland,N92000002,29/04/2020,55
nation,Northern Ireland,N92000002,28/04/2020,34
nation,Northern Ireland,N92000002,27/04/2020,66
nation,Northern Ireland,N92000002,26/04/2020,82
nation,Northern Ireland,N92000002,25/04/2020,104
